ORG_CODE,ORG_NAME,Month,LEFT_DEPARTMENT_ECDS_RATE,LEFT_DEPARTMENT_TOTAL,MSITAE_COMPARISON_ECDS,MSITAE_COMPARISON_ECDS_RATE,MSITAE_COMPARISON_MSITAE,TIME_TO_INITIAL_ASSESSMENT_95,TIME_TO_INITIAL_ASSESSMENT_DENOM,TIME_TO_INITIAL_ASSESSMENT_MEDIAN,TIME_TO_TREATMENT_95,TIME_TO_TREATMENT_DENOM,TIME_TO_TREATMENT_MEDIAN,TOTAL_TIME_95,TOTAL_TIME_95_ADMITTED,TOTAL_TIME_95_NON_ADM,TOTAL_TIME_DENOM,TOTAL_TIME_DENOM_ADMITTED,TOTAL_TIME_DENOM_NON_ADM,TOTAL_TIME_MEDIAN,TOTAL_TIME_MEDIAN_ADMITTED,TOTAL_TIME_MEDIAN_NON_ADM,UNPLANNED_REATTENDANCES,UNPLANNED_REATTENDANCES_DENOM,UNPLANNED_REATTENDANCES_RATE,Year,Total Attendances,Year_Start
RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,2025-01-01,3.31125827814569,375.0,11325.0,99.98234307,11327.0,50.1999999999999,25.0,18.0,162.0,9805.0,43.0,211.0,211.849999999999,211.0,11325.0,500.0,10825.0,96.0,79.5,97.0,630.0,9670.0,6.51499482936918,2023-24,26321069,2023-04-01
RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2025-01-01,5.87058991572632,2055.0,35005.0,98.94567245,35378.0,106.0,8455.0,11.0,290.0,27880.0,67.0,1417.4,1972.0,761.099999999998,34995.0,10135.0,24860.0,197.0,486.0,161.0,2365.0,28745.0,8.22751782918768,2023-24,26321069,2023-04-01
RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,2025-01-01,3.49775784753363,195.0,5575.0,93.25861492,5978.0,8.0,1260.0,0.0,317.0,4685.0,53.0,796.049999999998,1236.79999999999,529.0,5575.0,1315.0,4260.0,169.0,423.0,130.0,405.0,5140.0,7.87937743190661,2023-24,26321069,2023-04-01
RCB,YORK AND SCARBOROUGH TEACHING HOSPITALS NHS FOUNDATION TRUST,2025-01-01,5.05988023952095,845.0,16700.0,103.894488,16074.0,76.0,4265.0,11.0,433.75,14225.0,66.0,1275.0,1710.64999999999,714.449999999998,16660.0,4850.0,11810.0,157.0,419.0,121.0,1200.0,13435.0,8.931894306,2023-24,26321069,2023-04-01
RW4,MERSEY CARE NHS FOUNDATION TRUST,2025-01-01,7.03399765533411,900.0,12795.0,99.91410276,12806.0,,,,154.0,11615.0,29.0,205.0,190.0,206.0,12790.0,1075.0,11715.0,82.0,71.0,83.0,1340.0,12380.0,10.8239095315024,2023-24,26321069,2023-04-01
RBK,WALSALL HEALTHCARE NHS TRUST,2025-01-01,3.53006067291781,320.0,9065.0,69.05614383,13127.0,16.0,3265.0,5.0,287.0,6970.0,54.0,930.0,1137.0,590.0,9065.0,2940.0,6120.0,179.0,379.0,131.0,490.0,7040.0,6.96022727272727,2023-24,26321069,2023-04-01
RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-01-01,1.43939393939393,190.0,13200.0,64.62984724,20424.0,73.0,3445.0,7.0,166.0,13005.0,39.0,804.0,1362.79999999999,449.85,13195.0,3295.0,9905.0,174.0,389.0,145.0,835.0,12955.0,6.44538788112697,2023-24,26321069,2023-04-01
RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2025-01-01,7.40242261103633,550.0,7430.0,71.4835482,10394.0,23.0,2150.0,4.0,560.0,5630.0,112.0,2632.59999999999,3279.89999999999,1149.04999999999,7395.0,2180.0,5215.0,277.0,1009.0,208.0,425.0,5995.0,7.08924103419516,2023-24,26321069,2023-04-01
RLT,GEORGE ELIOT HOSPITAL NHS TRUST,2025-01-01,4.15913200723327,345.0,8295.0,100.2416918,8275.0,52.0,1490.0,11.0,237.0,7145.0,82.0,1127.19999999999,1559.0,552.5,8295.0,2520.0,5775.0,185.0,238.0,172.0,555.0,8220.0,6.75182481751824,2023-24,26321069,2023-04-01
RR8,LEEDS TEACHING HOSPITALS NHS TRUST,2025-01-01,4.95519240906694,940.0,18970.0,65.73111573,28860.0,27.0,5325.0,8.0,363.0,17725.0,92.0,1015.0,1420.0,601.85,18965.0,6680.0,12285.0,212.0,333.0,182.0,1610.0,17780.0,9.05511811,2023-24,26321069,2023-04-01
RWD,UNITED LINCOLNSHIRE TEACHING HOSPITALS NHS TRUST,2025-01-01,5.33041255932822,730.0,13695.0,71.5629409,19137.0,30.0,4050.0,9.0,170.0,12940.0,26.0,1582.39999999999,1973.0,718.0,13695.0,4740.0,8950.0,239.0,508.0,216.0,1155.0,13505.0,8.55238800444279,2023-24,26321069,2023-04-01
RBN,MERSEY AND WEST LANCASHIRE TEACHING HOSPITALS NHS TRUST,2025-01-01,4.44282592862345,915.0,20595.0,88.59969886,23245.0,75.0,3040.0,15.0,343.0,19195.0,80.0,1975.0,2979.79999999999,825.849999999998,20500.0,6935.0,13565.0,165.0,206.0,149.0,1415.0,16900.0,8.37278106508875,2023-24,26321069,2023-04-01
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2025-01-01,1.99412258606213,475.0,23820.0,94.58761863,25183.0,79.0,5005.0,7.0,372.5,17630.0,90.0,1258.0,1750.5,667.0,23780.0,8470.0,15310.0,190.0,139.0,198.0,2300.0,19300.0,11.9170984455958,2023-24,26321069,2023-04-01
RLQ,WYE VALLEY NHS TRUST,2025-01-01,5.65371024734982,320.0,5660.0,81.74465627,6924.0,64.0,1695.0,14.0,473.0,5330.0,46.0,1317.14999999999,1612.1,782.0,5660.0,1910.0,3750.0,239.0,556.5,213.0,490.0,5575.0,8.78923766816143,2023-24,26321069,2023-04-01
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2025-01-01,4.44753300903405,640.0,14390.0,90.3213658,15932.0,132.0,3140.0,20.0,264.0,12700.0,35.0,823.0,1209.89999999999,592.0,14390.0,2470.0,11915.0,171.0,420.0,144.0,1165.0,13265.0,8.78251036562382,2023-24,26321069,2023-04-01
RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2025-01-01,3.32403533240353,715.0,21510.0,103.0616645,20871.0,49.0,3490.0,8.0,344.0,17540.0,76.0,1020.39999999999,1733.64999999999,472.0,21495.0,6270.0,15225.0,104.0,104.0,104.0,1880.0,17755.0,10.5885666009574,2023-24,26321069,2023-04-01
RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,2025-01-01,8.11965812,760.0,9360.0,69.32306325,13502.0,112.0,3995.0,21.0,355.0,7565.0,87.0,1176.0,1371.0,753.0,9360.0,4185.0,5175.0,289.0,400.0,250.5,705.0,8115.0,8.68761552680221,2023-24,26321069,2023-04-01
RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,2025-01-01,6.27695256348826,655.0,10435.0,111.0815414,9394.0,26.2999999999999,1735.0,0.0,550.949999999999,7200.0,75.0,1323.0,2048.1,686.5,10415.0,2725.0,7690.0,150.0,552.0,103.0,770.0,8620.0,8.93271461716937,2023-24,26321069,2023-04-01
RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",2025-01-01,1.10921501706484,130.0,11720.0,99.82964225,11740.0,84.0,1970.0,19.0,288.0,10335.0,91.0,2143.94999999999,3303.0,751.599999999998,11700.0,2420.0,9285.0,186.0,495.0,171.0,1055.0,11035.0,9.56048935206162,2023-24,26321069,2023-04-01
RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,2025-01-01,3.85313697801089,955.0,24785.0,98.43129468,25180.0,67.0,4245.0,18.0,337.0,23455.0,65.0,751.0,1198.1,469.0,24785.0,4820.0,19965.0,140.0,427.0,115.0,2850.0,24200.0,11.7768595041322,2023-24,26321069,2023-04-01
RKE,WHITTINGTON HEALTH NHS TRUST,2025-01-01,9.54746136865342,865.0,9060.0,99.98896369,9061.0,38.0,1695.0,7.0,322.599999999999,7770.0,96.0,1418.19999999999,2607.79999999999,628.0,9055.0,1795.0,7260.0,200.0,262.0,193.0,715.0,8235.0,8.68245294474802,2023-24,26321069,2023-04-01
RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,2025-01-01,0.0,0.0,5805.0,100.5891527,5771.0,54.0,295.0,12.0,314.649999999999,3110.0,85.0,444.849999999999,530.0,415.6,5805.0,1040.0,4765.0,134.0,210.0,120.0,310.0,3795.0,8.16864295125164,2023-24,26321069,2023-04-01
RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,2025-01-01,3.65287588294651,905.0,24775.0,68.70303098,36061.0,23.0,5655.0,5.0,293.0,18200.0,88.0,1185.0,1590.29999999999,540.0,24765.0,7840.0,16925.0,196.0,233.0,190.0,1435.0,19735.0,7.27134532556371,2023-24,26321069,2023-04-01
RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2025-01-01,4.67851542080501,895.0,19130.0,99.95819835,19138.0,43.0,3080.0,7.0,272.0,17565.0,35.0,563.649999999997,814.75,443.0,19130.0,4005.0,15120.0,137.0,259.5,121.5,1500.0,17070.0,8.78734622144112,2023-24,26321069,2023-04-01
RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,2025-01-01,0.0,0.0,12835.0,99.96884493,12839.0,68.0,2645.0,5.0,454.899999999999,45.0,142.0,1828.5,3342.79999999999,634.149999999999,12770.0,1875.0,10900.0,121.0,788.0,106.0,10.0,495.0,2.02020202020202,2023-24,26321069,2023-04-01
RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-01-01,4.27286356821589,285.0,6670.0,82.85714286,8050.0,46.0999999999999,1760.0,8.0,310.05,6020.0,58.0,1153.0,1511.35,607.799999999999,6670.0,1515.0,5155.0,234.0,552.0,200.0,485.0,6245.0,7.7662129703763,2023-24,26321069,2023-04-01
RGR,WEST SUFFOLK NHS FOUNDATION TRUST,2025-01-01,2.83816425120772,235.0,8280.0,101.595092,8150.0,189.099999999999,1930.0,19.0,127.0,7105.0,17.0,1468.59999999999,1979.39999999999,548.1,8275.0,2135.0,6140.0,199.0,574.0,166.0,730.0,8030.0,9.09090909090909,2023-24,26321069,2023-04-01
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2025-01-01,1.37524558,245.0,17815.0,97.83623483,18209.0,36.0,3090.0,14.0,180.0,10880.0,20.0,1272.89999999999,3178.79999999999,481.0,17765.0,1915.0,15850.0,159.0,872.0,129.0,1075.0,10695.0,10.0514258999532,2023-24,26321069,2023-04-01
RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,2025-01-01,4.9385332768122,1165.0,23590.0,82.00938641,28765.0,230.0,4505.0,48.0,389.0,20785.0,51.0,1288.75,1976.55,717.25,23585.0,5490.0,18095.0,166.0,508.5,129.0,1630.0,22540.0,7.2315882874889,2023-24,26321069,2023-04-01
RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,2025-01-01,2.86312849162011,205.0,7160.0,99.88839286,7168.0,18.9499999999999,0.0,13.0,133.0,6870.0,20.0,179.25,158.0,180.099999999999,7155.0,395.0,6760.0,61.0,54.0,61.0,460.0,6795.0,6.76968359087564,2023-24,26321069,2023-04-01
RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-01-01,2.14105793450881,340.0,15880.0,99.59859508,15944.0,10.0,2470.0,2.0,211.949999999998,9920.0,72.0,1162.04999999999,2037.0,495.35,15880.0,3805.0,12075.0,156.0,363.0,128.0,595.0,9760.0,6.09631147540983,2023-24,26321069,2023-04-01
RH5,SOMERSET NHS FOUNDATION TRUST,2025-01-01,1.20422708282133,245.0,20345.0,97.58261787,20849.0,35.0,3315.0,9.0,267.0,18380.0,51.0,669.0,1059.0,578.0,20315.0,2335.0,17975.0,128.0,264.0,119.0,1560.0,18680.0,8.35117773,2023-24,26321069,2023-04-01
RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2025-01-01,6.22786304604486,1055.0,16940.0,99.99409716,16941.0,63.0,2595.0,11.0,300.0,14630.0,48.0,714.0,1047.7,591.0,16935.0,2225.0,14715.0,129.0,357.0,118.0,1425.0,15405.0,9.25024342745861,2023-24,26321069,2023-04-01
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2025-01-01,6.42641129032258,1275.0,19840.0,79.10685805,25080.0,76.0,4875.0,14.0,122.0,17015.0,17.0,1234.54999999999,1898.79999999999,706.0,19790.0,5205.0,14585.0,225.0,372.0,209.0,1265.0,14940.0,8.46720214190093,2023-24,26321069,2023-04-01
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,2025-01-01,0.0,0.0,16925.0,100.6601641,16814.0,76.0,3590.0,10.0,,,,766.899999999999,,766.899999999999,16925.0,,16925.0,172.0,,172.0,,,,2023-24,26321069,2023-04-01
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2025-01-01,0.712800712800712,120.0,16835.0,99.76296296,16875.0,22.0,2260.0,5.0,253.0,14365.0,63.0,475.349999999998,627.0,407.799999999999,16815.0,3350.0,13465.0,157.0,253.0,143.0,1790.0,15630.0,11.4523352527191,2023-24,26321069,2023-04-01
RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-01-01,3.85704175513092,545.0,14130.0,78.57420898,17983.0,168.5,3610.0,40.0,289.0,13315.0,65.0,748.649999999999,978.149999999999,524.549999999999,14130.0,4160.0,9970.0,208.0,245.5,190.0,965.0,13775.0,7.005444646098,2023-24,26321069,2023-04-01
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2025-01-01,5.6567222006974,730.0,12905.0,100.7180208,12813.0,65.9499999999998,4060.0,9.0,388.0,11655.0,99.0,601.0,730.0,511.0,12905.0,3545.0,9360.0,219.0,307.0,192.0,1100.0,11955.0,9.20117105813467,2023-24,26321069,2023-04-01
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2025-01-01,7.49009722722362,1040.0,13885.0,75.10276936,18488.0,114.199999999999,3815.0,16.0,490.0,11055.0,115.0,757.0,942.0,600.0,13885.0,3835.0,10045.0,189.0,417.5,152.0,1095.0,12670.0,8.64246250986582,2023-24,26321069,2023-04-01
RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2025-01-01,6.82688217779668,1605.0,23510.0,99.83438787,23549.0,26.0,4050.0,4.0,212.0,20085.0,28.0,777.0,1451.29999999999,450.299999999999,23495.0,5660.0,17835.0,157.0,235.0,145.0,1865.0,19815.0,9.41206156951804,2023-24,26321069,2023-04-01
RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,2025-01-01,2.66064257028112,265.0,9960.0,99.01580674,10059.0,24.5999999999999,2450.0,-6.0,187.0,9200.0,44.0,1308.0,1934.79999999999,1212.35,9950.0,615.0,9335.0,187.0,247.0,180.0,735.0,9650.0,7.61658031088082,2023-24,26321069,2023-04-01
RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,2025-01-01,2.3970818134445,230.0,9595.0,99.82313774,9612.0,0.0,2890.0,0.0,240.0,9275.0,60.0,1489.0,2001.04999999999,574.299999999999,9580.0,3055.0,6530.0,228.0,498.5,197.0,625.0,9265.0,6.74581759309228,2023-24,26321069,2023-04-01
RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,2025-01-01,11.3265083859725,2600.0,22955.0,99.60081572,23047.0,47.0,4580.0,9.0,453.549999999999,19450.0,85.0,1401.0,2182.19999999999,626.0,22900.0,7130.0,15770.0,202.0,434.0,171.0,1865.0,22695.0,8.21766909010795,2023-24,26321069,2023-04-01
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-01-01,2.8526148969889,360.0,12620.0,99.72342947,12655.0,55.0,2825.0,7.0,30.0,12120.0,2.0,1021.19999999999,2180.74999999999,497.0,12610.0,2620.0,9990.0,222.0,303.0,213.0,870.0,12105.0,7.18711276332094,2023-24,26321069,2023-04-01
RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,2025-01-01,4.14912808177991,345.0,8315.0,66.51467883,12501.0,57.0,2280.0,11.0,342.0,7970.0,93.0,969.0,1242.25,518.0,8315.0,2935.0,5380.0,233.0,415.5,184.0,620.0,8225.0,7.53799392097264,2023-24,26321069,2023-04-01
REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2025-01-01,3.04321363359707,500.0,16430.0,98.56620073,16669.0,36.0,2580.0,7.0,212.0,15925.0,48.0,895.5,1437.0,382.0,16425.0,3500.0,12930.0,147.0,355.5,131.0,1470.0,15235.0,9.64883491959304,2023-24,26321069,2023-04-01
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2025-01-01,5.691642651,395.0,6940.0,100.0144113,6939.0,45.0,1415.0,11.0,368.5,5930.0,63.0,2603.39999999999,3830.0,1084.5,6835.0,1600.0,5235.0,224.0,766.0,207.0,405.0,5595.0,7.23860589812332,2023-24,26321069,2023-04-01
REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-01-01,8.80813058207576,1430.0,16235.0,67.937398,23897.0,14.0,3940.0,4.0,314.0,13560.0,40.0,1655.94999999999,2250.34999999999,715.549999999999,16220.0,5170.0,11050.0,222.0,505.0,185.0,1155.0,13400.0,8.61940298507462,2023-24,26321069,2023-04-01
RJN,EAST CHESHIRE NHS TRUST,2025-01-01,5.45229244114002,220.0,4035.0,97.27579556,4148.0,53.0,815.0,11.0,400.0,3715.0,99.0,1885.25,3027.2,899.599999999999,4025.0,915.0,3110.0,239.0,823.0,217.0,265.0,3820.0,6.93717277486911,2023-24,26321069,2023-04-01
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2025-01-01,2.62123197903014,400.0,15260.0,97.04909692,15724.0,119.0,2955.0,31.0,268.899999999999,14325.0,55.0,1370.09999999999,1766.0,609.0,15260.0,5100.0,10160.0,150.0,207.0,136.0,1380.0,15060.0,9.16334661354581,2023-24,26321069,2023-04-01
RVJ,NORTH BRISTOL NHS TRUST,2025-01-01,6.95812807881773,565.0,8120.0,99.00024384,8202.0,27.0,2300.0,4.0,405.0,6650.0,109.0,1315.04999999999,1801.35,651.5,8120.0,3015.0,5105.0,234.0,345.0,205.0,455.0,7100.0,6.40845070422535,2023-24,26321069,2023-04-01
REP,LIVERPOOL WOMEN'S NHS FOUNDATION TRUST,2025-01-01,7.34265734265734,105.0,1430.0,88.7647424,1611.0,,,,280.899999999999,1185.0,94.0,301.199999999999,495.999999999999,293.049999999999,1430.0,30.0,1400.0,119.0,175.0,118.0,175.0,1395.0,12.5448028673835,2023-24,26321069,2023-04-01
RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,2025-01-01,0.0,0.0,19040.0,100.2738572,18988.0,34.0,3900.0,6.0,266.0,16170.0,84.0,1385.25,2184.19999999999,720.199999999997,19035.0,3335.0,15700.0,198.0,458.0,181.0,1725.0,18880.0,9.13665254237288,2023-24,26321069,2023-04-01
RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2025-01-01,5.44794188861985,675.0,12390.0,100.0969462,12378.0,106.0,2825.0,12.0,299.35,9535.0,59.0,1386.04999999999,1863.29999999999,734.0,12380.0,3555.0,8825.0,180.0,227.0,174.0,1115.0,11710.0,9.52177625960717,2023-24,26321069,2023-04-01
RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2025-01-01,5.79345088161209,920.0,15880.0,52.12025732,30468.0,35.0,2030.0,8.0,568.5,8610.0,121.0,1895.69999999999,2398.2,1168.69999999999,15825.0,7915.0,7905.0,215.0,219.0,212.0,1955.0,15490.0,12.6210458360232,2023-24,26321069,2023-04-01
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2025-01-01,5.55678547708656,1255.0,22585.0,97.77902849,23098.0,38.0,4900.0,7.0,296.0,20750.0,74.0,1347.0,1999.89999999999,650.0,22530.0,5250.0,17275.0,184.0,440.0,162.0,2315.0,22140.0,10.4561878952122,2023-24,26321069,2023-04-01
RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,2025-01-01,7.88716177317213,685.0,8685.0,100.0230335,8683.0,66.75,2205.0,7.0,447.0,7690.0,104.0,672.799999999999,848.099999999999,529.399999999999,8685.0,2770.0,5915.0,220.0,328.0,190.0,665.0,8590.0,7.74155995343422,2023-24,26321069,2023-04-01
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2025-01-01,3.32268370607028,260.0,7825.0,99.94890791,7829.0,57.0999999999999,1660.0,5.0,203.0,7425.0,45.0,1041.0,1426.09999999999,527.199999999999,7825.0,2245.0,5575.0,206.0,374.0,189.0,530.0,7705.0,6.87865022712524,2023-24,26321069,2023-04-01
RFR,THE ROTHERHAM NHS FOUNDATION TRUST,2025-01-01,6.31820792647903,550.0,8705.0,99.96554892,8708.0,103.0,2315.0,12.0,367.0,6765.0,91.0,890.0,1156.79999999999,561.349999999999,8690.0,2055.0,6635.0,200.0,534.0,160.0,530.0,7700.0,6.88311688311688,2023-24,26321069,2023-04-01
RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2025-01-01,2.45459008345606,500.0,20370.0,100.0294638,20364.0,65.0,3545.0,17.0,261.0,19740.0,35.0,496.0,628.6,417.0,20370.0,5605.0,14765.0,74.0,203.0,61.0,2825.0,20155.0,14.0163731084098,2023-24,26321069,2023-04-01
RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,2025-01-01,5.82301696469509,635.0,10905.0,87.78779585,12422.0,18.0,2305.0,5.0,287.0,9220.0,52.0,1001.79999999999,1487.0,458.0,10905.0,3260.0,7645.0,166.0,301.0,141.0,970.0,10775.0,9.00232018561484,2023-24,26321069,2023-04-01
S4K9Q,PARTNERSHIP OF EAST LONDON COOPERATIVES,2025-01-01,0.379095586244245,70.0,18465.0,0.0,0.0,,,,,,,376.0,349.899999999999,376.0,17345.0,15.0,17330.0,150.0,145.0,150.0,0.0,65.0,0.0,2023-24,26321069,2023-04-01
RYR,UNIVERSITY HOSPITALS SUSSEX NHS FOUNDATION TRUST,2025-01-01,6.28140703517587,1875.0,29850.0,99.34766691,30046.0,65.0,6420.0,10.0,1134.0,27930.0,118.0,1303.0,2262.89999999999,612.45,29745.0,5970.0,23770.0,195.0,479.0,173.0,2865.0,29480.0,9.71845318860244,2023-24,26321069,2023-04-01
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,2025-01-01,5.83167660702451,880.0,15090.0,94.09490553,16037.0,65.0,4535.0,16.0,320.0,14210.0,57.0,1301.44999999999,1669.0,653.0,15090.0,5110.0,9980.0,195.0,403.0,173.0,1085.0,13100.0,8.2824427480916,2023-24,26321069,2023-04-01
RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,2025-01-01,2.92008196721311,285.0,9760.0,52.18972247,18701.0,62.0,2100.0,12.0,138.299999999999,9475.0,41.0,1489.0,1830.09999999999,603.0,9760.0,3220.0,6540.0,197.0,386.0,167.0,775.0,8690.0,8.91829689298043,2023-24,26321069,2023-04-01
RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,2025-01-01,3.22101090188305,325.0,10090.0,99.14513118,10177.0,43.0,1675.0,4.0,329.399999999999,9535.0,79.0,1217.0,1839.0,490.0,10090.0,2070.0,8020.0,181.0,543.0,159.0,740.0,9675.0,7.6485788113695,2023-24,26321069,2023-04-01
RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,2025-01-01,0.0,0.0,1215.0,96.12341772,1264.0,,,,128.0,1125.0,26.0,170.0,125.399999999999,170.0,1215.0,0.0,1215.0,67.0,66.0,67.0,70.0,1195.0,5.85774058577405,2023-24,26321069,2023-04-01
RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,2025-01-01,3.89957264957264,365.0,9360.0,101.5625,9216.0,9.0,2015.0,0.0,319.0,8990.0,63.0,1019.0,1467.0,537.549999999999,9355.0,2425.0,6930.0,172.0,423.5,138.0,945.0,8965.0,10.5409927495817,2023-24,26321069,2023-04-01
RNZ,SALISBURY NHS FOUNDATION TRUST,2025-01-01,2.78086763070077,125.0,4495.0,68.67838044,6545.0,36.0,1325.0,13.0,226.549999999999,4210.0,63.0,855.3,1161.29999999999,472.199999999999,4495.0,1300.0,3195.0,215.0,431.0,180.0,240.0,4455.0,5.38720538720538,2023-24,26321069,2023-04-01
RWJ,STOCKPORT NHS FOUNDATION TRUST,2025-01-01,5.76086956521739,530.0,9200.0,99.83722192,9215.0,270.75,2245.0,24.0,308.549999999999,8650.0,85.0,1370.19999999999,1754.95,656.0,9195.0,2890.0,6310.0,227.0,464.5,203.0,715.0,9160.0,7.80567685589519,2023-24,26321069,2023-04-01
RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2025-01-01,4.12710007304601,565.0,13690.0,99.69414506,13732.0,75.5,3430.0,14.0,440.149999999999,13120.0,87.0,1038.0,1615.5,559.0,13685.0,2955.0,10730.0,194.0,465.0,170.0,1275.0,13200.0,9.6590909090909,2023-24,26321069,2023-04-01
RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2025-01-01,4.334365325,630.0,14535.0,100.3451847,14485.0,38.0,3375.0,8.0,338.0,13895.0,18.0,764.5,1015.0,498.0,14530.0,3730.0,10800.0,208.0,374.0,189.0,1005.0,13940.0,7.20946915351506,2023-24,26321069,2023-04-01
RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,2025-01-01,7.47498528546203,1270.0,16990.0,99.92942007,17002.0,41.0,3440.0,9.0,278.0,15720.0,58.0,1080.69999999999,1567.39999999999,699.549999999999,16985.0,3275.0,13710.0,195.0,336.0,173.0,1705.0,16790.0,10.1548540798094,2023-24,26321069,2023-04-01
RNU,OXFORD HEALTH NHS FOUNDATION TRUST,2025-01-01,0.0,0.0,3975.0,112.5743415,3531.0,,,,,,,288.5,241.799999999999,302.599999999998,3975.0,525.0,3455.0,82.0,92.0,80.0,,,,2023-24,26321069,2023-04-01
RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,2025-01-01,6.48050579557428,615.0,9490.0,91.04864243,10423.0,128.699999999999,1785.0,22.0,478.0,7960.0,98.0,1212.7,1324.5,1201.89999999999,9435.0,410.0,9025.0,238.0,389.0,236.0,645.0,7210.0,8.94590846047156,2023-24,26321069,2023-04-01
RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,2025-01-01,0.578703703703703,50.0,8640.0,100.4300825,8603.0,24.0,1665.0,6.0,261.7,65.0,54.0,691.399999999999,1820.79999999999,690.649999999999,8635.0,0.0,8630.0,176.0,38.0,176.0,15.0,120.0,12.5,2023-24,26321069,2023-04-01
NXL03,URGENT CARE CENTRE,2025-01-01,0.0,0.0,1435.0,0.0,0.0,,,,,,,164.0,,164.0,1420.0,,1420.0,42.0,,42.0,,,,2023-24,26321069,2023-04-01
RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,2025-01-01,3.63705972434915,475.0,13060.0,98.80466031,13218.0,57.2999999999997,3135.0,15.0,291.0,10930.0,71.0,941.25,1369.94999999999,551.0,13055.0,4060.0,8995.0,193.0,333.0,161.0,845.0,12310.0,6.864337937,2023-24,26321069,2023-04-01
